timestamp,s0,s1,s2,s3,s4,s5,s6
1782864608.003856,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864608.114781,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864608.227239,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864608.338861,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864608.449777,0.0000,0.4000,0.3000,-0.1000,0.3000,-0.2000,-0.2000
1782864608.560169,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864608.671877,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864608.783590,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864608.895550,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864609.007584,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864609.118205,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864609.228727,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864609.340761,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864609.451699,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864609.562628,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864609.674732,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864609.784537,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864609.895266,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864610.006107,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864610.116906,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864610.227882,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864610.338802,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864610.450433,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864610.561446,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864610.672181,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864610.783113,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864610.893778,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864611.004624,0.0000,0.4000,0.3000,-0.1000,0.3000,-0.2000,-0.2000
1782864611.115705,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864611.226940,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864611.337968,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864611.448855,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864611.559665,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864611.670780,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864611.781595,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864611.893018,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864612.004613,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864612.115550,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864612.226599,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864612.337853,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864612.448693,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864612.560779,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864612.671900,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864612.782840,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864612.893932,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
