timestamp,s0,s1,s2,s3,s4,s5,s6
1782864556.311592,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864556.422356,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864556.533954,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864556.645395,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864556.756193,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864556.866912,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864556.977902,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864557.089214,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864557.200258,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864557.312281,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864557.423577,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864557.535944,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864557.648620,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864557.758585,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864557.868910,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864557.980511,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864558.091656,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864558.204485,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864558.315409,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864558.425887,0.4000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864558.536753,2.1000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864558.647763,4.1000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864558.758580,5.4000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864558.869483,7.4000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864558.980499,8.9000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864559.091983,10.1000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864559.202104,10.1000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864559.313056,10.0000,0.4000,0.3000,-0.1000,0.3000,-0.2000,-0.2000
1782864559.424418,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864559.535323,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864559.646431,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864559.757373,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864559.867990,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864559.979282,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864560.090631,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864560.201366,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864560.311640,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864560.422693,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864560.533981,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864560.644847,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864560.755794,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864560.867906,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864560.979004,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864561.089863,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864561.201669,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864561.311850,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864561.422898,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864561.533700,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864561.645326,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864561.756713,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864561.869132,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864561.979623,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864562.090213,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864562.201251,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864562.312475,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864562.423430,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864562.536423,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864562.645781,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864562.757449,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864562.867795,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864562.979007,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864563.090411,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864563.201689,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864563.313503,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864563.424083,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864563.535199,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864563.646098,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864563.757379,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864563.868663,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864563.979639,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864564.090849,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864564.201326,10.0000,0.5000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864564.312265,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864564.423066,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864564.534117,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864564.645422,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864564.756298,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864564.868454,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864564.979400,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864565.090823,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864565.202189,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864565.312650,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864565.424770,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864565.535892,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864565.647418,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864565.758020,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864565.869023,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864565.980163,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864566.090756,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864566.201949,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864566.313529,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864566.424359,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864566.536166,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864566.646880,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864566.758567,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864566.869578,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864566.981536,10.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
