timestamp,s0,s1,s2,s3,s4,s5,s6
1782866227.164605,0.0000,0.5000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866227.275173,0.0000,0.5000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866227.386263,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866227.497931,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866227.608312,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866227.719295,0.0000,0.5000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866227.830819,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866227.941816,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866228.054666,0.0000,0.5000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866228.165742,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866228.277001,0.0000,0.5000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866228.387885,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.0000
1782866228.498750,0.0000,0.5000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866228.609906,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866228.721715,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866228.831740,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.0000
1782866228.943072,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866229.053439,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866229.164930,0.0000,0.4000,0.4000,0.2000,0.6000,0.3000,0.1000
1782866229.276001,0.0000,0.4000,0.4000,0.2000,0.2000,0.3000,0.1000
1782866229.387009,0.0000,0.4000,0.4000,0.2000,-1.5000,0.3000,0.0000
1782866229.499342,0.0000,0.5000,0.4000,0.2000,-3.0000,0.3000,0.1000
1782866229.608746,0.0000,0.4000,0.4000,0.2000,-4.4000,0.3000,0.1000
1782866229.719996,0.0000,0.5000,0.4000,0.2000,-6.0000,0.3000,0.1000
1782866229.831436,0.0000,0.5000,0.4000,0.2000,-7.6000,0.3000,0.1000
1782866229.943011,0.0000,0.5000,0.4000,0.2000,-9.1000,0.3000,0.1000
1782866230.053326,0.0000,0.5000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866230.164850,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866230.275978,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866230.386925,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866230.498077,0.0000,0.5000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866230.608682,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866230.720657,0.0000,0.5000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866230.831423,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866230.943017,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866231.053783,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866231.165575,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866231.276608,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866231.387660,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866231.498370,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866231.609609,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866231.720611,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866231.831770,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866231.942596,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866232.054585,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866232.165233,0.0000,0.4000,0.3000,0.2000,-9.2000,0.3000,0.1000
1782866232.276323,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866232.387530,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866232.499136,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866232.609585,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866232.720729,0.0000,0.5000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866232.831615,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866232.942394,0.0000,0.5000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866233.053707,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866233.164613,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866233.275557,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866233.387327,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866233.499314,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866233.610319,0.0000,0.4000,0.3000,0.2000,-9.2000,0.3000,0.1000
1782866233.722905,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866233.833817,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866233.945637,0.0000,0.5000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866234.056626,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866234.167130,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866234.278160,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866234.388958,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866234.500158,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866234.610690,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866234.723481,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866234.834520,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866234.945517,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
1782866235.056243,0.0000,0.4000,0.4000,0.2000,-9.2000,0.3000,0.1000
