timestamp,s0,s1,s2,s3,s4,s5,s6
1782864549.301129,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864549.412650,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864549.523740,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864549.635454,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864549.746279,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864549.857757,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864549.968653,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864550.079708,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864550.191095,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864550.301361,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864550.412757,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864550.523531,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864550.634489,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864550.745336,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864550.856953,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864550.968273,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864551.079729,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864551.190871,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864551.302523,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864551.412988,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864551.525290,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864551.636604,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864551.747236,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864551.858386,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864551.969341,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864552.080594,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864552.191568,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864552.302086,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864552.413317,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864552.524327,0.0000,0.4000,0.3000,-0.1000,0.3000,-0.2000,-0.2000
1782864552.635169,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864552.746412,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864552.857235,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864552.968101,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864553.079393,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864553.190540,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864553.301543,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864553.412965,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864553.524232,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864553.635498,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864553.746655,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864553.857838,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864553.969148,0.0000,0.4000,0.4000,-0.1000,0.3000,-0.2000,-0.2000
1782864554.080767,0.0000,0.4000,0.3000,-0.1000,0.3000,-0.2000,-0.2000
